"crn"	"subject"	"num"	"description"	"section"	"type"	"credits"	"start"	"end"	"days"	"where"	"schedule"	"instructor"
"21000"	"History"	"HY 202"	"American History II"	"005"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 329"	"In-Person Instruction"	"Wesley Reid Bishop"
"21001"	"History"	"HY 202"	"American History II"	"006"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Stone Center 328"	"In-Person Instruction"	"Collin Preston Wagnor"
"21304"	"History"	"HY 202"	"American History II"	"007"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Gordon Harvey"
"21317"	"History"	"HY 202"	"American History II"	"008"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Richard Allan Dobbs"
"21325"	"History"	"HY 202"	"American History II"	"009"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jennifer L Gross"
"21326"	"History"	"HY 202"	"American History II"	"010"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jennifer L Gross"
"21423"	"History"	"HY 202"	"American History II"	"012"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Stone Center 325"	"In-Person Instruction"	"Roger Thomas Zeimet"
"21425"	"History"	"HY 202"	"American History II"	"013"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Stone Center 325"	"In-Person Instruction"	"Roger Thomas Zeimet"
"21672"	"History"	"HY 202"	"American History II"	"201"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Brandon Gilliland"
"21673"	"History"	"HY 202"	"American History II"	"202"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Wadley High School"	"In-Person Instruction"	"Jerrell D Burns"
"21674"	"History"	"HY 202"	"American History II"	"203"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Weaver High School"	"In-Person Instruction"	"Eboney Joelle Whitney Lewis"
"21675"	"History"	"HY 202"	"American History II"	"204"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"James Robert Fleming"
"21677"	"History"	"HY 202"	"American History II"	"206"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Cathy Glover Burrows"
"21678"	"History"	"HY 202"	"American History II"	"207"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Brandon Gilliland"
"21679"	"History"	"HY 202"	"American History II"	"208"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Piedmont High School"	"In-Person Instruction"	"George Allan Mauldin"
"21680"	"History"	"HY 202"	"American History II"	"209"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Donoho High School"	"In-Person Instruction"	"Emily Renea Dewberry"
"21685"	"History"	"HY 202"	"American History II"	"210"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Ohatchee High School"	"In-Person Instruction"	"Lindsay Ford"
"21686"	"History"	"HY 202"	"American History II"	"211"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Lincoln High School"	"In-Person Instruction"	"Harvey Lynn Edwards"
"21687"	"History"	"HY 202"	"American History II"	"212"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Emily Renea Dewberry"
"21688"	"History"	"HY 202"	"American History II"	"014"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 328"	"In-Person Instruction"	"Collin Preston Wagnor"
"21702"	"History"	"HY 202"	"American History II"	"015"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Stone Center 328"	"In-Person Instruction"	"Jonathon Tyler Crocker"
"21703"	"History"	"HY 202"	"American History II"	"016"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Stone Center 328"	"In-Person Instruction"	"Jonathon Tyler Crocker"
"22361"	"History"	"HY 202"	"American History II"	"213"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Barrett Rodney Ragsdale"
"22421"	"History"	"HY 202"	"American History II"	"214"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Cleburne County High School"	"In-Person Instruction"	"Neale Morgan"
"22856"	"History"	"HY 202"	"American History II"	"017"	"LEC"	"3"	"13:45:00"	"15:15:00"	"MW"	"Stone Center 329"	"In-Person Instruction"	"Paul Richard Beezley"
"22882"	"History"	"HY 202"	"American History II"	"205"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Sylacauga High School"	"In-Person Instruction"	"Daniel S Harris"
"22885"	"History"	"HY 202"	"American History II"	"215"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Munford High School"	"In-Person Instruction"	"Austin H Kilgore"
"23046"	"History"	"HY 202"	"American History II"	"216"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Seth Taylor O'Neal"
"23047"	"History"	"HY 202"	"American History II"	"217"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Brandon Gilliland"
"23049"	"History"	"HY 202"	"American History II"	"218"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Barrett Rodney Ragsdale"
"23050"	"History"	"HY 202"	"American History II"	"219"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Lincoln High School"	"In-Person Instruction"	"Harvey Lynn Edwards"
"21002"	"History"	"HY 204"	"Honors American History II"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"In-Person Instruction"	"Tamara Jo Levi"
"22830"	"History"	"HY 212"	"Survey of Latin America since 1810"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Stone Center 329"	"In-Person Instruction"	"Lance Richard Ingwersen"
"22549"	"History"	"HY 300"	"Topics in History"	"001"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Stone Center 330"	"In-Person Instruction"	"Cathy Glover Burrows"
"22831"	"History"	"HY 302"	"History of Great Britain, 1689 to the Present"	"001"	"LEC"	"3"	"15:30:00"	"17:00:00"	"MW"	"Stone Center 327"	"In-Person Instruction"	"Ryan Christopher Burns"
"22854"	"History"	"HY 315"	"History of the US Presidency"	"001"	"LEC"	"3"	"13:45:00"	"15:15:00"	"MW"	"Stone Center 320"	"In-Person Instruction"	"Wesley Reid Bishop"
"22843"	"History"	"HY 332"	"Russian History through the Revolutions of 1917"	"001"	"BL1"	"3"	"14:30:00"	"16:00:00"	"TR"	"Stone Center 331"	"Hybrid (mostly on-campus)"	"Llewellyn Dawson Cook"
"22832"	"History"	"HY 403"	"Ancient Rome"	"001"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 331"	"In-Person Instruction"	"Lindsay Holman"
"22835"	"History"	"HY 403"	"Ancient Rome"	"002"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 331"	"In-Person Instruction"	"Lindsay Holman"
"21328"	"History"	"HY 436"	"History of American Women"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Stone Center 320"	"In-Person Instruction"	"Jennifer L Gross"
"23101"	"History"	"HY 437"	"Black America"	"001"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 320"	"In-Person Instruction"	"Paul Richard Beezley"
"23102"	"History"	"HY 437"	"Black America"	"002"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Stone Center 320"	"In-Person Instruction"	"Paul Richard Beezley"
"22833"	"History"	"HY 447"	"American Indian History 1840-Present"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Stone Center 326"	"In-Person Instruction"	"Tamara Jo Levi"
"22834"	"History"	"HY 447"	"American Indian History 1840-Present"	"002"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Stone Center 326"	"In-Person Instruction"	"Tamara Jo Levi"
"21650"	"History"	"HY 473"	"Modern Middle East"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Richard Allan Dobbs"
"22836"	"History"	"HY 477"	"Asian American History"	"001"	"BL1"	"3"	"18:15:00"	"21:15:00"	"W"	"Stone Center 320"	"Hybrid (mostly on-campus)"	"Helen Irene Kaibara"
"22837"	"History"	"HY 477"	"Asian American History"	"002"	"BL2"	"3"	"00:00:00"	"00:00:00"	""	"Stone Center 320"	"Hybrid (mostly online)"	"Helen Irene Kaibara"
"22850"	"History"	"HY 485"	"History of Mexico"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Round House 101"	"In-Person Instruction"	"Lance Richard Ingwersen"
"22851"	"History"	"HY 485"	"History of Mexico"	"002"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Round House 101"	"In-Person Instruction"	"Lance Richard Ingwersen"
"22852"	"History"	"HY 485"	"History of Mexico"	"003"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Round House 101"	"In-Person Instruction"	"Lance Richard Ingwersen"
"22853"	"History"	"HY 485"	"History of Mexico"	"004"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Round House 101"	"In-Person Instruction"	"Lance Richard Ingwersen"
"22420"	"History"	"HY 499"	"Capstone Experience (WI)"	"001"	"ONL"	"0"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Paul Richard Beezley"
"22975"	"History"	"HY 555"	"Hollywood's America: The Construction of American History and Culture in Hollywood Films"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Gordon Harvey"
"22844"	"History"	"HY 566"	"Seminar in the European Reformation"	"001"	"SON"	"3"	"17:00:00"	"20:00:00"	"T"	"TBA"	"Synchronous Online"	"Ryan Christopher Burns"
"21075"	"Instructional Leadership"	"IL 510"	"Action Research"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"21076"	"Instructional Leadership"	"IL 552"	"Diversity Issues for Instructional Leaders"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Stacey Pernell Gill, Kimberly Suress Gaiters-White"
"21078"	"Instructional Leadership"	"IL 555"	"Management of the Learning Organization I"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Stacey Pernell Gill, Kimberly Suress Gaiters-White"
"21080"	"Instructional Leadership"	"IL 564"	"Law and Ethics"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"William Alton Kiser, Kimberly Suress Gaiters-White"
"21081"	"Instructional Leadership"	"IL 566"	"Internship in Instructional Leadership"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Kimberly Warfield, Kimberly Suress Gaiters-White"
"21082"	"Instructional Leadership"	"IL 576"	"Internship in Instructional Leadership and Residency"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Kimberly Warfield, Kimberly Suress Gaiters-White"
"22219"	"Instructional Leadership"	"IL 614"	"Internship in Personnel Development I"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Anjell Harris Edwards, Kimberly Suress Gaiters-White"
"22220"	"Instructional Leadership"	"IL 620"	"Internship in Personnel Development II"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Cory Shawn O'Neal, Kimberly Suress Gaiters-White"
"22221"	"Instructional Leadership"	"IL 632"	"Research in Instructional Leadership"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Cory Shawn O'Neal, Kimberly Suress Gaiters-White"
"22223"	"Instructional Leadership"	"IL 691"	"Problems in Instructional Leadership I and Internship"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Stacey Pernell Gill, Kimberly Suress Gaiters-White"
"22224"	"Instructional Leadership"	"IL 692"	"Problems in Instructional Leadership II and Internship"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Stacey Pernell Gill, Kimberly Suress Gaiters-White"
"21693"	"Integrated Studies"	"INS 300"	"Experiential Learning I"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jennie Lee Vaughn"
"22935"	"Integrated Studies"	"INS 302"	"Internship"	"001"	"SB"	"6"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Jennie Lee Vaughn"
"22954"	"Integrated Studies"	"INS 302"	"Internship"	"002"	"SB"	"6"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Jennie Lee Vaughn"
"22956"	"Integrated Studies"	"INS 499"	"Integrated Studies Capstone"	"001"	"ONL"	"1"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jennie Lee Vaughn"
"21696"	"Integrated Studies"	"INS 599"	"Capstone for Integrated Studies"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jennie Lee Vaughn"
"22842"	"Latin American Studies"	"LAS 102"	"Beginner Portuguese II"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jared William Hendrickson"
"20721"	"Library Media"	"LM 515"	"Internship in Media Services"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Wendy Stephens, Christi Gann Trucks"
"20722"	"Library Media"	"LM 530"	"Librarian as Instructional Partner"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Wendy Stephens, Christi Gann Trucks"
"22423"	"Library Media"	"LM 532"	"Collection Management, Cataloging, and Reference"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Wendy Stephens, Christi Gann Trucks"
"23130"	"Manufacturing Sys Tech"	"MFG 515"	"Manufacturing Systems Simulation"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Dana Lynn Ingalsbe"
"23096"	"Manufacturing Sys Tech"	"MFG 531"	"Automated Manufacturing Technology"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Noureddine Bekhouche, Dana Lynn Ingalsbe"
"21710"	"Management"	"MGT 301"	"Principles of Management"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Merrill Building 110"	"In-Person Instruction"	"Albi Alikaj"
"21713"	"Management"	"MGT 301"	"Principles of Management"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Albi Alikaj"
"21864"	"Management"	"MGT 305"	"Organizational Behavior"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Carol Yvonne Heitman-Lucy"
"21872"	"Management"	"MGT 330"	"Entrepreneurship"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Merrill Building 109"	"In-Person Instruction"	"Carol Yvonne Heitman-Lucy"
"21873"	"Management"	"MGT 330"	"Entrepreneurship"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Carol Yvonne Heitman-Lucy"
"21860"	"Management"	"MGT 372"	"The Dynamics of Organizations"	"001"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Merrill Building 218"	"In-Person Instruction"	"Xiang Yi"
"22790"	"Management"	"MGT 375"	"Introduction to Management Information Systems"	"001"	"LEC"	"3"	"13:45:00"	"14:45:00"	"MWF"	"Merrill Building 100"	"In-Person Instruction"	"Kihyun Ki Kim"
"22792"	"Management"	"MGT 375"	"Introduction to Management Information Systems"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Kihyun Ki Kim"
"22793"	"Management"	"MGT 380"	"Project Management"	"001"	"LEC"	"3"	"15:00:00"	"16:00:00"	"MWF"	"Merrill Building 105"	"In-Person Instruction"	"Kihyun Ki Kim"
"21730"	"Management"	"MGT 385"	"Human Resource Management (WI)"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Merrill Building 214"	"In-Person Instruction"	"Edgar Hilliard Mayfield"
"22795"	"Management"	"MGT 391"	"Employment Law"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Edgar Hilliard Mayfield"
"21890"	"Management"	"MGT 422"	"Seminar in Human Resource Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Xiang Yi"
"22438"	"Management"	"MGT 489"	"Management Internship"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Amy Alicia Simon"
"21891"	"Management"	"MGT 491"	"Management Seminar"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Xiang Yi"
"22029"	"Management"	"MGT 522"	"Human Resources Seminar"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Edgar Hilliard Mayfield"
"22796"	"Management"	"MGT 530"	"Contemporary Issues in Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Celestino Valentin"
"22024"	"Management"	"MGT 537"	"Business Leadership"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Wei Ning"
"22789"	"Management"	"MGT 537"	"Business Leadership"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"22448"	"Management"	"MGT 589"	"Internship in Management"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Amy Alicia Simon"
"21716"	"Marketing"	"MKT 301"	"Principles of Marketing"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Merrill Building B15"	"In-Person Instruction"	"Jianping Huang"
"21870"	"Marketing"	"MKT 301"	"Principles of Marketing"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Wei Ning"
"21724"	"Marketing"	"MKT 361"	"Sales/Sales Force Management"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Merrill Building 105"	"In-Person Instruction"	"Jihye Lee, William Mark Hearn"
"21888"	"Marketing"	"MKT 370"	"Transportation and Logistics"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"James Lewis Thomas, William Mark Hearn"
"21718"	"Marketing"	"MKT 378"	"Consumer Behavior"	"001"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Merrill Building 116"	"In-Person Instruction"	"Jianping Huang"
"21804"	"Marketing"	"MKT 395"	"Business-To-Business Marketing"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"James Lewis Thomas"
"21725"	"Marketing"	"MKT 488"	"Advertising and Promotions"	"001"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Merrill Building 105"	"In-Person Instruction"	"Jihye Lee, William Mark Hearn"
"22439"	"Marketing"	"MKT 489"	"Marketing Internship"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Amy Alicia Simon"
"21726"	"Marketing"	"MKT 495"	"Marketing Strategy (WI)"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jihye Lee, William Mark Hearn"
"21805"	"Marketing"	"MKT 497"	"Market Research"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"James Lewis Thomas"
"22009"	"Marketing"	"MKT 513"	"Marketing Analysis & Strategy"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jianping Huang"
"21741"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"100"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Houston Cole Library B3"	"In-Person Instruction"	"Curtis L Gladen"
"21742"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"101"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Houston Cole Library B3"	"In-Person Instruction"	"Curtis L Gladen"
"21798"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Ayers Hall 253"	"In-Person Instruction"	"Wendy Mitcham McClure, Janice Lynn Case"
"21799"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"002"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Ayers Hall 253"	"In-Person Instruction"	"Wendy Mitcham McClure, Janice Lynn Case"
"21800"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"003"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Ayers Hall 107"	"In-Person Instruction"	"Clara Giulia Valtorta, Janice Lynn Case"
"21801"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"004"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Ayers Hall 253"	"In-Person Instruction"	"Christopher Ray Boles, Janice Lynn Case"
"21802"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"005"	"LEC"	"3"	"12:30:00"	"13:30:00"	"MWF"	"Ayers Hall 253"	"In-Person Instruction"	"Wendy Mitcham McClure, Janice Lynn Case"
"21803"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"007"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Ayers Hall 253"	"In-Person Instruction"	"Janice Lynn Case"
"21806"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"008"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Ayers Hall 253"	"In-Person Instruction"	"Christopher Ray Boles, Janice Lynn Case"
"21807"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"009"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"Ayers Hall 253"	"In-Person Instruction"	"Darius Williams, Janice Lynn Case"
"22366"	"Mathematics"	"MS 100"	"Intermediate Algebra for Precalculus"	"006"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Ayers Hall 253"	"In-Person Instruction"	"Janice Lynn Case"
"21811"	"Mathematics"	"MS 110"	"Finite Mathematics"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Ayers Hall 118"	"In-Person Instruction"	"Heather Black McDivitt"
"21813"	"Mathematics"	"MS 110"	"Finite Mathematics"	"003"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Ayers Hall 116"	"In-Person Instruction"	"Marcus L Shell"
"21814"	"Mathematics"	"MS 110"	"Finite Mathematics"	"004"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Ayers Hall 116"	"In-Person Instruction"	"Marcus L Shell"
"21815"	"Mathematics"	"MS 110"	"Finite Mathematics"	"006"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Amy Paige Franklin"
"21816"	"Mathematics"	"MS 110"	"Finite Mathematics"	"007"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Heather Black McDivitt"
"22505"	"Mathematics"	"MS 110"	"Finite Mathematics"	"005"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Ayers Hall 118"	"In-Person Instruction"	"Jessica Warren Bentley"
"22977"	"Mathematics"	"MS 110"	"Finite Mathematics"	"002"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Ayers Hall 118"	"In-Person Instruction"	"Heather Black McDivitt"
"21817"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"Ayers Hall 220"	"In-Person Instruction"	"Marcus L Shell"
"21818"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"002"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Ayers Hall 220"	"In-Person Instruction"	"Marcus L Shell"
"21819"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"003"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Ayers Hall 218"	"In-Person Instruction"	"Clint Adam Stanley"
"21820"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"004"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"Ayers Hall 220"	"In-Person Instruction"	"Marcus L Shell"
"21821"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"005"	"LEC"	"3"	"13:45:00"	"14:45:00"	"MWF"	"Ayers Hall 218"	"In-Person Instruction"	"Clint Adam Stanley"
"21822"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"006"	"LEC"	"3"	"13:45:00"	"15:15:00"	"MW"	"Ayers Hall 220"	"In-Person Instruction"	"James Mitchell Jensen"
"21823"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"007"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Ayers Hall 220"	"In-Person Instruction"	"Darius Williams"
"21824"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"008"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"Ayers Hall 218"	"In-Person Instruction"	"Heather Black McDivitt"
"21825"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"009"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Ayers Hall 218"	"In-Person Instruction"	"Heather Black McDivitt"
"21826"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"010"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"Ayers Hall 118"	"In-Person Instruction"	"Jessica Warren Bentley"
"21827"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"011"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Ayers Hall 214"	"In-Person Instruction"	"Robert L Cochran"
"21828"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"012"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"Ayers Hall 218"	"In-Person Instruction"	"Darius Williams"
"21829"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"015"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Darius Williams"
"21830"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"016"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Sharon Padgett"
"21832"	"Mathematics"	"MS 112"	"Precalculus Algebra"	"017"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Sharon Padgett"
